Flow_Name,Network_File,Network_Cost,Origin_File,Origin_Name,Origin_Weight,Destination_File,Destination_Name,Destination_Weight,Radius,Beta,Decay,Decay_Mode,Closest_destination,Detour,Elastic_Weights,KNN_Weight,Plateau,Turns,Turn_Threshold,Turn_Penalty
wh_to_school,network.geojson,Geometric,wh-students.geojson,whStudents,Count,wh.geojson,wh,Count,1500,0.001,FALSE,,TRUE,1.15,FALSE,,,FALSE,0,0
